Date,Station ID,Latitude,Longitude,CO_subAQI,NO2_subAQI,O3_subAQI,PM2.5_subAQI,SO2_subAQI,AQI,date,MeanTemp,TotalPrecip,MaxTemp,MinTemp,TotalRain,SnowOnGround,MaxGustSpd,wx_n,TempRange,TotalTraffic,tr_n
2022-04-26,12008,42.315778,-83.043667,1.0,14.0,28.0,21.0,0.0,28.0,2022-04-26,5.2,0.0,8.1,2.2,,,55.0,1.0,5.8999999999999995,2182.0,45.0
2022-04-26,12016,42.292889,-83.073139,,11.0,27.0,23.0,7.0,27.0,2022-04-26,5.2,0.0,8.1,2.2,,,55.0,1.0,5.8999999999999995,2562.0,46.0
2022-04-26,13001,42.403694,-82.208306,,5.0,27.0,10.0,,27.0,2022-04-26,,,,,,,,,,441.0,6.0
2022-04-26,14111,42.990263,-82.395341,,10.0,28.0,7.0,0.0,28.0,2022-04-26,4.05,1.8,7.55,0.55,,1.0,40.5,2.0,7.0,1769.0,10.0
2022-04-26,15020,43.333084,-81.74289,,1.0,29.0,14.0,,29.0,2022-04-26,,,,,,,,,,311.0,3.0
2022-04-26,15026,42.974485,-81.200813,,5.0,27.0,14.0,,27.0,2022-04-26,4.25,1.5,7.95,0.6,,,38.0,2.0,7.3500000000000005,2674.0,6.0
2022-04-26,16015,42.672127,-81.162948,,3.0,25.0,13.0,,25.0,2022-04-26,,,,,,,,,,,
2022-04-26,18007,44.314472,-81.549722,,,27.0,8.0,,27.0,2022-04-26,,,,,,,,,,,
2022-04-26,21005,43.138611,-80.292639,,4.0,28.0,23.0,,28.0,2022-04-26,5.1,0.3,9.1,1.2,,1.0,37.0,1.0,7.8999999999999995,474.0,14.0
2022-04-26,26060,43.443833,-80.503806,,5.0,27.0,7.0,,27.0,2022-04-26,,,,,,,,,,4643.0,5.0
2022-04-26,27067,43.160056,-79.23475,,7.0,28.0,28.0,,28.0,2022-04-26,6.7,,11.4,2.0,,,39.0,2.0,9.4,14212.0,28.0
2022-04-26,28028,43.551611,-80.264167,,4.0,29.0,17.0,,29.0,2022-04-26,4.3,0.9,8.6,0.0,,0.0,,1.0,8.6,2889.0,9.0
2022-04-26,29000,43.25778,-79.861664,1.0,5.0,26.0,23.0,0.0,26.0,2022-04-26,6.85,0.6,11.05,2.55,,,,2.0,8.5,15627.0,21.0
2022-04-26,29118,43.257444,-79.90775,,6.0,26.0,21.0,,26.0,2022-04-26,6.85,0.6,11.05,2.55,,,,2.0,8.5,3837.0,8.0
2022-04-26,29214,43.241324,-79.889328,,3.0,27.0,42.0,0.0,42.0,2022-04-26,6.366666666666667,0.5,10.566666666666666,2.1,0.4,,33.0,3.0,8.466666666666667,6592.0,12.0
2022-04-26,31129,43.645451,-79.3891,,20.0,22.0,32.0,,32.0,2022-04-26,7.1,2.05,11.55,2.55,,,54.0,2.0,9.0,166665.0,299.0
2022-04-26,33003,43.747917,-79.274056,,12.0,22.0,19.0,,22.0,2022-04-26,,,,,,,,,,128821.0,120.0
2022-04-26,34021,43.78047,-79.467372,,18.0,23.0,26.0,0.0,26.0,2022-04-26,,,,,,,,,,103711.0,92.0
2022-04-26,35125,43.709444,-79.5435,2.0,28.0,19.0,30.0,0.0,30.0,2022-04-26,6.2,2.8,10.4,1.9,2.8,,46.0,1.0,8.5,129972.0,112.0
2022-04-26,44008,43.314603,-79.80277,,10.0,22.0,17.0,,22.0,2022-04-26,6.85,0.6,11.05,2.55,,,,2.0,8.5,32859.0,30.0
2022-04-26,44017,43.486917,-79.702278,,5.0,28.0,16.0,,28.0,2022-04-26,,,,,,,,,,39199.0,27.0
2022-04-26,44029,43.52965,-79.862449,,8.0,26.0,22.0,1.0,26.0,2022-04-26,,,,,,,,,,9229.0,16.0
2022-04-26,45027,43.952248,-78.91252,,5.0,27.0,24.0,,27.0,2022-04-26,6.0,0.0,10.1,1.9,,,39.0,1.0,8.2,8804.0,26.0
2022-04-26,46090,43.669911,-79.766589,,4.0,26.0,16.0,,26.0,2022-04-26,,,,,,,,,,37835.0,27.0
2022-04-26,46108,43.546174,-79.658797,,7.0,27.0,13.0,,27.0,2022-04-26,,,,,,,,,,63625.0,45.0
2022-04-26,47045,44.382338,-79.702446,,6.0,24.0,11.0,,24.0,2022-04-26,9.4,0.0,15.25,3.5,0.0,0.0,,2.0,11.75,1475.0,3.0
2022-04-26,48006,44.044306,-79.48325,,3.0,27.0,7.0,,27.0,2022-04-26,,,,,,,,,,1899.0,3.0
2022-04-26,49005,45.338261,-80.039269,,1.0,29.0,18.0,,29.0,2022-04-26,2.5,0.2,5.0,0.0,,,,1.0,5.0,108.0,3.0
2022-04-26,49010,45.224278,-78.932944,,,28.0,11.0,,28.0,2022-04-26,,,,,,,,,,,
2022-04-26,51001,45.434333,-75.676,,11.0,30.0,23.0,0.0,30.0,2022-04-26,10.4,2.2,14.2,6.5,,,41.0,1.0,7.699999999999999,16448.0,14.0
2022-04-26,52023,44.219953,-76.521143,,3.0,31.0,21.0,,31.0,2022-04-26,8.9,1.5,12.25,5.5,,,41.0,3.0,6.75,4967.0,25.0
2022-04-26,54012,44.150528,-77.3955,,6.0,31.0,17.0,,31.0,2022-04-26,9.5,1.5,13.15,5.85,3.0,0.0,,2.0,7.300000000000001,0.0,5.0
2022-04-26,56051,45.017976,-74.735339,,5.0,32.0,17.0,,32.0,2022-04-26,12.5,0.5,15.0,10.0,0.5,0.0,,1.0,5.0,300.0,3.0
2022-04-26,59006,44.301918,-78.34622,,2.0,28.0,11.0,,28.0,2022-04-26,5.6,0.0,9.6,1.5,,,42.0,1.0,8.1,,
2022-04-26,63203,48.379389,-89.290167,,11.0,39.0,12.0,,39.0,2022-04-26,-3.2,0.4,0.8,-7.15,,19.0,37.0,2.0,7.95,2231.0,9.0
2022-04-26,71078,46.533194,-84.309917,,3.0,29.0,14.0,0.0,29.0,2022-04-26,,,,,,,,,,448.0,3.0
2022-04-26,75010,46.3225,-79.44945,,3.0,24.0,12.0,,24.0,2022-04-26,1.95,2.65,6.95,-3.1,,2.0,32.0,3.0,10.05,0.0,3.0
2022-04-26,77233,46.492002,-81.003099,,3.0,20.0,11.0,0.0,20.0,2022-04-26,,,,,,,,,,140.0,3.0
2022-04-27,12008,42.315778,-83.043667,2.0,9.0,30.0,23.0,0.0,30.0,2022-04-27,1.9,0.0,4.9,-1.2,,,42.0,1.0,6.1000000000000005,1542.0,45.0
2022-04-27,12016,42.292889,-83.073139,,13.0,29.0,16.0,0.0,29.0,2022-04-27,1.9,0.0,4.9,-1.2,,,42.0,1.0,6.1000000000000005,1871.0,46.0
2022-04-27,13001,42.403694,-82.208306,,4.0,30.0,14.0,,30.0,2022-04-27,,,,,,,,,,286.0,6.0
2022-04-27,14111,42.990263,-82.395341,,3.0,31.0,9.0,0.0,31.0,2022-04-27,-0.5,0.05,1.35,-2.35,,1.0,43.5,2.0,3.7,1493.0,10.0
2022-04-27,15020,43.333084,-81.74289,,0.0,31.0,11.0,,31.0,2022-04-27,,,,,,,,,,219.0,3.0
2022-04-27,15026,42.974485,-81.200813,,4.0,29.0,10.0,,29.0,2022-04-27,-1.5,0.6,0.7,-3.7,,,49.0,2.0,4.4,2042.0,6.0
2022-04-27,16015,42.672127,-81.162948,,0.0,28.0,8.0,,28.0,2022-04-27,,,,,,,,,,,
2022-04-27,18007,44.314472,-81.549722,,,35.0,6.0,,35.0,2022-04-27,,,,,,,,,,,
2022-04-27,21005,43.138611,-80.292639,,4.0,28.0,9.0,,28.0,2022-04-27,,,,,,0.0,,1.0,,325.0,14.0
2022-04-27,26060,43.443833,-80.503806,,2.0,28.0,6.0,,28.0,2022-04-27,,,,,,,,,,3130.0,5.0
2022-04-27,27067,43.160056,-79.23475,,7.0,27.0,9.0,,27.0,2022-04-27,2.4,,4.2,0.6,,,48.0,2.0,3.6,10821.0,28.0
2022-04-27,28028,43.551611,-80.264167,,1.0,30.0,12.0,,30.0,2022-04-27,-0.8,0.0,1.3,-2.9,,0.0,44.0,1.0,4.2,2516.0,9.0
2022-04-27,29000,43.25778,-79.861664,1.0,8.0,24.0,2.0,3.0,24.0,2022-04-27,1.75,0.0,3.6,-0.09999999999999998,,,41.5,2.0,3.7,13135.0,21.0
2022-04-27,29118,43.257444,-79.90775,,10.0,24.0,11.0,,24.0,2022-04-27,1.75,0.0,3.6,-0.09999999999999998,,,41.5,2.0,3.7,3246.0,8.0
2022-04-27,29214,43.241324,-79.889328,,3.0,26.0,14.0,1.0,26.0,2022-04-27,1.2333333333333334,0.0,3.266666666666667,-0.8333333333333334,0.0,,43.0,3.0,4.1000000000000005,5733.0,12.0
2022-04-27,31129,43.645451,-79.3891,,13.0,20.0,22.0,,22.0,2022-04-27,2.95,0.0,5.35,0.55,,,58.0,2.0,4.8,136402.0,299.0
2022-04-27,33003,43.747917,-79.274056,,8.0,23.0,13.0,,23.0,2022-04-27,,,,,,,,,,101609.0,120.0
2022-04-27,34021,43.78047,-79.467372,,15.0,22.0,13.0,0.0,22.0,2022-04-27,,,,,,,,,,82356.0,92.0
2022-04-27,35125,43.709444,-79.5435,2.0,18.0,20.0,17.0,0.0,20.0,2022-04-27,1.2,0.0,4.2,-1.9,0.0,,45.0,1.0,6.1,100810.0,112.0
2022-04-27,44008,43.314603,-79.80277,,7.0,24.0,3.0,,24.0,2022-04-27,1.75,0.0,3.6,-0.09999999999999998,,,41.5,2.0,3.7,27552.0,30.0
2022-04-27,44017,43.486917,-79.702278,,5.0,26.0,8.0,,26.0,2022-04-27,,,,,,,,,,31614.0,27.0
2022-04-27,44029,43.52965,-79.862449,,9.0,27.0,7.0,1.0,27.0,2022-04-27,,,,,,,,,,7147.0,16.0
2022-04-27,45027,43.952248,-78.91252,,0.0,28.0,14.0,,28.0,2022-04-27,1.7,0.0,4.9,-1.6,,,50.0,1.0,6.5,6566.0,26.0
2022-04-27,46090,43.669911,-79.766589,,6.0,26.0,11.0,,26.0,2022-04-27,,,,,,,,,,34108.0,27.0
2022-04-27,46108,43.546174,-79.658797,,6.0,27.0,5.0,,27.0,2022-04-27,,,,,,,,,,52721.0,45.0
2022-04-27,47045,44.382338,-79.702446,,3.0,27.0,9.0,,27.0,2022-04-27,0.0,0.1,1.75,-1.75,0.0,0.0,,2.0,3.5,991.0,3.0
2022-04-27,48006,44.044306,-79.48325,,1.0,26.0,5.0,,26.0,2022-04-27,,,,,,,,,,1502.0,3.0
2022-04-27,49005,45.338261,-80.039269,,4.0,30.0,8.0,,30.0,2022-04-27,1.0,0.7,3.9,-1.9,,,,1.0,5.8,83.0,3.0
2022-04-27,49010,45.224278,-78.932944,,,28.0,5.0,,28.0,2022-04-27,,,,,,,,,,,
2022-04-27,51001,45.434333,-75.676,,2.0,28.0,13.0,0.0,28.0,2022-04-27,3.5,10.1,6.5,0.5,,,48.0,1.0,6.0,10079.0,14.0
2022-04-27,52023,44.219953,-76.521143,,3.0,27.0,12.0,,27.0,2022-04-27,4.699999999999999,0.0,7.4,1.95,,,44.0,3.0,5.45,3789.0,25.0
2022-04-27,54012,44.150528,-77.3955,,2.0,29.0,6.0,,29.0,2022-04-27,4.55,0.0,7.3,1.8,0.0,0.0,39.0,2.0,5.5,0.0,5.0
2022-04-27,56051,45.017976,-74.735339,,5.0,23.0,11.0,,23.0,2022-04-27,2.5,6.2,5.0,0.0,6.2,0.0,,1.0,5.0,126.0,3.0
2022-04-27,59006,44.301918,-78.34622,,1.0,28.0,8.0,,28.0,2022-04-27,1.5,0.0,4.0,-1.1,,,54.0,1.0,5.1,,
2022-04-27,63203,48.379389,-89.290167,,19.0,38.0,20.0,,38.0,2022-04-27,-1.15,0.0,4.5,-6.75,,15.0,,2.0,11.25,2001.0,9.0
2022-04-27,71078,46.533194,-84.309917,,8.0,40.0,13.0,0.0,40.0,2022-04-27,,,,,,,,,,324.0,3.0
2022-04-27,75010,46.3225,-79.44945,,22.0,32.0,9.0,,32.0,2022-04-27,-1.95,0.0,2.1,-6.05,,3.0,37.5,3.0,8.15,0.0,3.0
2022-04-27,77233,46.492002,-81.003099,,6.0,36.0,15.0,0.0,36.0,2022-04-27,,,,,,,,,,70.0,3.0
2022-04-28,12008,42.315778,-83.043667,3.0,34.0,42.0,26.0,16.0,42.0,2022-04-28,3.7,0.0,10.3,-2.9,,,,1.0,13.200000000000001,1374.0,45.0
2022-04-28,12016,42.292889,-83.073139,,32.0,40.0,32.0,11.0,40.0,2022-04-28,3.7,0.0,10.3,-2.9,,,,1.0,13.200000000000001,1664.0,46.0
2022-04-28,13001,42.403694,-82.208306,,13.0,41.0,14.0,,41.0,2022-04-28,,,,,,,,,,268.0,6.0
2022-04-28,14111,42.990263,-82.395341,,19.0,42.0,21.0,0.0,42.0,2022-04-28,1.05,0.0,6.949999999999999,-4.85,,1.0,,2.0,11.799999999999999,1032.0,10.0
2022-04-28,15020,43.333084,-81.74289,,1.0,42.0,17.0,,42.0,2022-04-28,,,,,,,,,,257.0,3.0
2022-04-28,15026,42.974485,-81.200813,,8.0,41.0,25.0,,41.0,2022-04-28,2.8,0.2,9.95,-4.35,,,32.0,2.0,14.299999999999999,1911.0,6.0
2022-04-28,16015,42.672127,-81.162948,,4.0,39.0,22.0,,39.0,2022-04-28,,,,,,,,,,,
2022-04-28,18007,44.314472,-81.549722,,,41.0,11.0,,41.0,2022-04-28,,,,,,,,,,,
2022-04-28,21005,43.138611,-80.292639,,8.0,44.0,23.0,,44.0,2022-04-28,,,,,,0.0,,1.0,,339.0,14.0
2022-04-28,26060,43.443833,-80.503806,,8.0,43.0,25.0,,43.0,2022-04-28,,,,,,,,,,3296.0,5.0
2022-04-28,27067,43.160056,-79.23475,,28.0,44.0,19.0,,44.0,2022-04-28,5.0,,9.9,0.1,,,32.0,2.0,9.8,9175.0,28.0
2022-04-28,28028,43.551611,-80.264167,,5.0,45.0,21.0,,45.0,2022-04-28,2.9,0.0,9.5,-3.6,,0.0,32.0,1.0,13.1,1938.0,9.0
2022-04-28,29000,43.25778,-79.861664,1.0,15.0,41.0,9.0,21.0,41.0,2022-04-28,5.0,0.0,10.45,-0.5,,,32.0,2.0,10.95,11144.0,21.0
2022-04-28,29118,43.257444,-79.90775,,34.0,42.0,31.0,,42.0,2022-04-28,5.0,0.0,10.45,-0.5,,,32.0,2.0,10.95,2868.0,8.0
2022-04-28,29214,43.241324,-79.889328,,8.0,42.0,30.0,16.0,42.0,2022-04-28,4.666666666666667,0.0,10.6,-1.3,0.0,,36.5,3.0,11.9,5059.0,12.0
2022-04-28,31129,43.645451,-79.3891,,29.0,35.0,39.0,,39.0,2022-04-28,5.300000000000001,0.0,10.9,-0.4,,,54.0,2.0,11.3,106230.0,299.0
2022-04-28,33003,43.747917,-79.274056,,14.0,35.0,28.0,,35.0,2022-04-28,,,,,,,,,,82821.0,120.0
2022-04-28,34021,43.78047,-79.467372,,22.0,39.0,22.0,0.0,39.0,2022-04-28,,,,,,,,,,65228.0,92.0
2022-04-28,35125,43.709444,-79.5435,2.0,28.0,36.0,18.0,0.0,36.0,2022-04-28,4.3,0.0,10.8,-2.2,0.0,,47.0,1.0,13.0,79467.0,112.0
2022-04-28,44008,43.314603,-79.80277,,11.0,42.0,18.0,,42.0,2022-04-28,5.0,0.0,10.45,-0.5,,,32.0,2.0,10.95,21799.0,30.0
2022-04-28,44017,43.486917,-79.702278,,10.0,42.0,18.0,,42.0,2022-04-28,,,,,,,,,,25209.0,27.0
2022-04-28,44029,43.52965,-79.862449,,17.0,44.0,24.0,0.0,44.0,2022-04-28,,,,,,,,,,6881.0,16.0
2022-04-28,45027,43.952248,-78.91252,,1.0,41.0,26.0,,41.0,2022-04-28,4.1,0.0,10.3,-2.2,,,42.0,1.0,12.5,5485.0,26.0
2022-04-28,46090,43.669911,-79.766589,,11.0,42.0,23.0,,42.0,2022-04-28,,,,,,,,,,27814.0,27.0
2022-04-28,46108,43.546174,-79.658797,,14.0,42.0,25.0,,42.0,2022-04-28,,,,,,,,,,42568.0,45.0
2022-04-28,47045,44.382338,-79.702446,,9.0,37.0,21.0,,37.0,2022-04-28,1.75,0.0,6.5,-3.0,0.0,0.0,,2.0,9.5,859.0,3.0
2022-04-28,48006,44.044306,-79.48325,,9.0,39.0,16.0,,39.0,2022-04-28,,,,,,,,,,1342.0,3.0
2022-04-28,49005,45.338261,-80.039269,,11.0,40.0,12.0,,40.0,2022-04-28,1.6,0.0,7.1,-4.0,,,,1.0,11.1,80.0,3.0
2022-04-28,49010,45.224278,-78.932944,,,44.0,9.0,,44.0,2022-04-28,,,,,,,,,,,
2022-04-28,51001,45.434333,-75.676,,2.0,43.0,16.0,0.0,43.0,2022-04-28,,,,,,,,1.0,,10986.0,14.0
2022-04-28,52023,44.219953,-76.521143,,4.0,41.0,18.0,,41.0,2022-04-28,4.7,0.4,10.75,-1.35,,,47.0,3.0,12.1,2940.0,25.0
2022-04-28,54012,44.150528,-77.3955,,7.0,43.0,17.0,,43.0,2022-04-28,5.75,0.05,12.65,-1.2,0.0,0.0,37.0,2.0,13.85,0.0,5.0
2022-04-28,56051,45.017976,-74.735339,,7.0,40.0,31.0,,40.0,2022-04-28,4.5,0.0,10.0,-1.0,0.0,0.0,,1.0,11.0,214.0,3.0
2022-04-28,59006,44.301918,-78.34622,,2.0,42.0,14.0,,42.0,2022-04-28,4.2,0.0,10.6,-2.2,,,45.0,1.0,12.8,,
2022-04-28,63203,48.379389,-89.290167,,23.0,40.0,28.0,,40.0,2022-04-28,-2.1,0.0,5.1,-9.25,,8.0,33.0,2.0,14.35,1913.0,9.0
2022-04-28,71078,46.533194,-84.309917,,27.0,42.0,31.0,23.0,42.0,2022-04-28,,,,,,,,,,245.0,3.0
2022-04-28,75010,46.3225,-79.44945,,11.0,42.0,16.0,,42.0,2022-04-28,1.45,0.0,8.1,-5.25,,1.0,39.5,3.0,13.35,0.0,3.0
2022-04-28,77233,46.492002,-81.003099,,21.0,38.0,34.0,0.0,38.0,2022-04-28,,,,,,,,,,84.0,3.0
2022-04-29,12008,42.315778,-83.043667,2.0,24.0,43.0,27.0,0.0,43.0,2022-04-29,5.2,0.0,13.4,-3.1,,,33.0,1.0,16.5,1526.0,45.0
2022-04-29,12016,42.292889,-83.073139,,35.0,43.0,33.0,0.0,43.0,2022-04-29,5.2,0.0,13.4,-3.1,,,33.0,1.0,16.5,1819.0,46.0
2022-04-29,13001,42.403694,-82.208306,,15.0,42.0,26.0,,42.0,2022-04-29,,,,,,,,,,292.0,6.0
2022-04-29,14111,42.990263,-82.395341,,18.0,43.0,34.0,0.0,43.0,2022-04-29,4.4,0.0,12.649999999999999,-3.85,,1.0,,2.0,16.5,869.0,10.0
2022-04-29,15020,43.333084,-81.74289,,3.0,41.0,26.0,,41.0,2022-04-29,,,,,,,,,,270.0,3.0
2022-04-29,16015,42.672127,-81.162948,,4.0,41.0,37.0,,41.0,2022-04-29,,,,,,,,,,,
2022-04-29,18007,44.314472,-81.549722,,,40.0,14.0,,40.0,2022-04-29,,,,,,,,,,,
2022-04-29,21005,43.138611,-80.292639,,14.0,43.0,36.0,,43.0,2022-04-29,5.1,0.0,14.1,-3.9,,0.0,,1.0,18.0,312.0,14.0
2022-04-29,26060,43.443833,-80.503806,,14.0,43.0,41.0,,43.0,2022-04-29,,,,,,,,,,3003.0,5.0
2022-04-29,27067,43.160056,-79.23475,,26.0,42.0,36.0,,42.0,2022-04-29,5.8,,13.4,-1.9,,,,2.0,15.3,10842.0,28.0
2022-04-29,28028,43.551611,-80.264167,,10.0,45.0,32.0,,45.0,2022-04-29,5.8,0.0,14.0,-2.3,,0.0,,1.0,16.3,1909.0,9.0
2022-04-29,29000,43.25778,-79.861664,3.0,40.0,39.0,41.0,27.0,41.0,2022-04-29,6.8,0.0,13.05,0.6499999999999999,,,31.0,2.0,12.4,12408.0,21.0
2022-04-29,29118,43.257444,-79.90775,,30.0,37.0,37.0,,37.0,2022-04-29,6.8,0.0,13.05,0.6499999999999999,,,31.0,2.0,12.4,3617.0,8.0
2022-04-29,29214,43.241324,-79.889328,,20.0,40.0,34.0,17.0,40.0,2022-04-29,6.633333333333333,0.0,13.433333333333332,-0.10000000000000009,0.0,,33.5,3.0,13.533333333333331,5172.0,12.0
2022-04-29,31129,43.645451,-79.3891,,50.0,33.0,48.0,,50.0,2022-04-29,6.8,0.0,11.45,2.05,,,37.0,2.0,9.399999999999999,115238.0,299.0
2022-04-29,33003,43.747917,-79.274056,,20.0,35.0,33.0,,35.0,2022-04-29,,,,,,,,,,86549.0,120.0
2022-04-29,34021,43.78047,-79.467372,,24.0,41.0,34.0,0.0,41.0,2022-04-29,,,,,,,,,,72055.0,92.0
2022-04-29,35125,43.709444,-79.5435,2.0,25.0,37.0,23.0,3.0,37.0,2022-04-29,7.4,0.0,15.0,-0.2,0.0,,36.0,1.0,15.2,87478.0,112.0
2022-04-29,44008,43.314603,-79.80277,,21.0,39.0,30.0,,39.0,2022-04-29,6.8,0.0,13.05,0.6499999999999999,,,31.0,2.0,12.4,26502.0,30.0
2022-04-29,44017,43.486917,-79.702278,,19.0,37.0,26.0,,37.0,2022-04-29,,,,,,,,,,28470.0,27.0
2022-04-29,44029,43.52965,-79.862449,,25.0,44.0,27.0,1.0,44.0,2022-04-29,,,,,,,,,,7195.0,16.0
2022-04-29,45027,43.952248,-78.91252,,3.0,40.0,24.0,,40.0,2022-04-29,6.7,0.0,14.6,-1.3,,,33.0,1.0,15.9,6516.0,26.0
2022-04-29,46090,43.669911,-79.766589,,14.0,42.0,26.0,,42.0,2022-04-29,,,,,,,,,,27433.0,27.0
2022-04-29,46108,43.546174,-79.658797,,23.0,36.0,42.0,,42.0,2022-04-29,,,,,,,,,,46350.0,45.0
2022-04-29,47045,44.382338,-79.702446,,15.0,36.0,29.0,,36.0,2022-04-29,5.8,0.0,13.5,-1.5,0.0,0.0,,2.0,15.0,1136.0,3.0
2022-04-29,48006,44.044306,-79.48325,,11.0,40.0,31.0,,40.0,2022-04-29,,,,,,,,,,1342.0,3.0
2022-04-29,49005,45.338261,-80.039269,,21.0,38.0,29.0,,38.0,2022-04-29,4.7,0.0,12.1,-2.8,,,,1.0,14.899999999999999,107.0,3.0
2022-04-29,49010,45.224278,-78.932944,,,43.0,22.0,,43.0,2022-04-29,,,,,,,,,,,
2022-04-29,51001,45.434333,-75.676,,7.0,42.0,22.0,0.0,42.0,2022-04-29,6.7,0.0,13.0,0.5,,,41.0,1.0,12.5,11785.0,14.0
2022-04-29,52023,44.219953,-76.521143,,13.0,40.0,29.0,,40.0,2022-04-29,6.15,0.0,13.6,-1.35,,,46.5,3.0,14.95,3158.0,25.0
2022-04-29,54012,44.150528,-77.3955,,21.0,42.0,41.0,,42.0,2022-04-29,7.45,0.0,16.1,-1.25,0.0,0.0,35.0,2.0,17.35,0.0,5.0
2022-04-29,56051,45.017976,-74.735339,,7.0,41.0,38.0,,41.0,2022-04-29,6.5,0.0,14.0,-1.0,0.0,0.0,,1.0,15.0,188.0,3.0
2022-04-29,59006,44.301918,-78.34622,,5.0,40.0,23.0,,40.0,2022-04-29,6.4,0.0,15.3,-2.5,,,41.0,1.0,17.8,,
2022-04-29,63203,48.379389,-89.290167,,10.0,37.0,17.0,,37.0,2022-04-29,3.1,2.5,5.1,1.1,,3.0,35.0,2.0,3.9999999999999996,1959.0,9.0
2022-04-29,71078,46.533194,-84.309917,,5.0,41.0,25.0,1.0,41.0,2022-04-29,,,,,,,,,,325.0,3.0
2022-04-29,75010,46.3225,-79.44945,,18.0,41.0,31.0,,41.0,2022-04-29,4.8,0.05,13.2,-3.6,,2.0,33.0,3.0,16.8,0.0,3.0
2022-04-29,77233,46.492002,-81.003099,,30.0,37.0,39.0,1.0,39.0,2022-04-29,,,,,,,,,,83.0,3.0
2022-04-30,12008,42.315778,-83.043667,1.0,14.0,44.0,31.0,0.0,44.0,2022-04-30,9.4,0.0,16.9,1.9,,,48.0,1.0,14.999999999999998,1225.0,45.0
2022-04-30,12016,42.292889,-83.073139,,12.0,43.0,33.0,0.0,43.0,2022-04-30,9.4,0.0,16.9,1.9,,,48.0,1.0,14.999999999999998,1466.0,46.0
2022-04-30,13001,42.403694,-82.208306,,6.0,44.0,28.0,,44.0,2022-04-30,,,,,,,,,,282.0,6.0
2022-04-30,14111,42.990263,-82.395341,,15.0,46.0,34.0,1.0,46.0,2022-04-30,8.0,0.0,17.25,-1.25,,1.0,42.0,2.0,18.5,770.0,10.0
2022-04-30,15020,43.333084,-81.74289,,3.0,44.0,28.0,,44.0,2022-04-30,,,,,,,,,,265.0,3.0
2022-04-30,15026,42.974485,-81.200813,,11.0,44.0,,,44.0,2022-04-30,8.45,0.0,16.75,0.1,,,43.0,2.0,16.65,1835.0,6.0
2022-04-30,16015,42.672127,-81.162948,,4.0,43.0,40.0,,43.0,2022-04-30,,,,,,,,,,,
2022-04-30,18007,44.314472,-81.549722,,,43.0,17.0,,43.0,2022-04-30,,,,,,,,,,,
2022-04-30,21005,43.138611,-80.292639,,12.0,44.0,36.0,,44.0,2022-04-30,7.2,0.0,14.9,-0.4,,0.0,31.0,1.0,15.3,279.0,14.0
2022-04-30,26060,43.443833,-80.503806,,13.0,44.0,33.0,,44.0,2022-04-30,,,,,,,,,,2976.0,5.0
2022-04-30,27067,43.160056,-79.23475,,21.0,41.0,48.0,,48.0,2022-04-30,7.0,,14.4,-0.5,,,,2.0,14.9,9301.0,28.0
2022-04-30,28028,43.551611,-80.264167,,13.0,46.0,31.0,,46.0,2022-04-30,6.5,0.0,14.4,-1.4,,0.0,,1.0,15.8,1820.0,9.0
2022-04-30,29000,43.25778,-79.861664,5.0,33.0,31.0,52.0,67.0,67.0,2022-04-30,6.800000000000001,0.0,10.8,2.75,,,,2.0,8.05,12073.0,21.0
2022-04-30,29118,43.257444,-79.90775,,30.0,31.0,53.0,,53.0,2022-04-30,6.800000000000001,0.0,10.8,2.75,,,,2.0,8.05,3250.0,8.0
2022-04-30,29214,43.241324,-79.889328,,16.0,37.0,38.0,81.0,81.0,2022-04-30,7.0,0.0,11.566666666666668,2.3666666666666667,0.0,,42.0,3.0,9.200000000000001,5466.0,12.0
2022-04-30,31129,43.645451,-79.3891,,25.0,39.0,33.0,,39.0,2022-04-30,9.45,0.0,12.45,6.4,,,45.0,2.0,6.049999999999999,132541.0,299.0
2022-04-30,33003,43.747917,-79.274056,,25.0,38.0,26.0,,38.0,2022-04-30,,,,,,,,,,93100.0,120.0
2022-04-30,34021,43.78047,-79.467372,,15.0,38.0,32.0,0.0,38.0,2022-04-30,,,,,,,,,,70470.0,92.0
2022-04-30,35125,43.709444,-79.5435,2.0,28.0,41.0,30.0,1.0,41.0,2022-04-30,7.3,0.0,13.0,1.5,0.0,,,1.0,11.5,87612.0,112.0
2022-04-30,44008,43.314603,-79.80277,,13.0,39.0,23.0,,39.0,2022-04-30,6.800000000000001,0.0,10.8,2.75,,,,2.0,8.05,26348.0,30.0
2022-04-30,44017,43.486917,-79.702278,,15.0,41.0,26.0,,41.0,2022-04-30,,,,,,,,,,28259.0,27.0
2022-04-30,44029,43.52965,-79.862449,,19.0,43.0,29.0,6.0,43.0,2022-04-30,,,,,,,,,,6919.0,16.0
2022-04-30,45027,43.952248,-78.91252,,3.0,40.0,23.0,,40.0,2022-04-30,7.0,0.0,13.4,0.5,,,,1.0,12.9,5741.0,26.0
2022-04-30,46090,43.669911,-79.766589,,32.0,40.0,36.0,,40.0,2022-04-30,,,,,,,,,,26028.0,27.0
2022-04-30,46108,43.546174,-79.658797,,18.0,40.0,28.0,,40.0,2022-04-30,,,,,,,,,,47981.0,45.0
2022-04-30,47045,44.382338,-79.702446,,26.0,39.0,43.0,,43.0,2022-04-30,6.3,0.0,15.5,-3.0,0.0,0.0,,2.0,18.5,945.0,3.0
