ConditionName,Outcome,CountryName,Date,SourceName,CountValue
COVID-19,Unspecified,AUSTRALIA,2020-03-19,World Health Organization COVID-19 Dashboard,151.0
COVID-19,Unspecified,AUSTRALIA,2020-03-20,World Health Organization COVID-19 Dashboard,126.0
COVID-19,Unspecified,AUSTRALIA,2020-03-21,World Health Organization COVID-19 Dashboard,182.0
COVID-19,Unspecified,AUSTRALIA,2020-03-22,World Health Organization COVID-19 Dashboard,208.0
COVID-19,Unspecified,AUSTRALIA,2020-03-23,World Health Organization COVID-19 Dashboard,315.0
COVID-19,Unspecified,AUSTRALIA,2020-03-24,World Health Organization COVID-19 Dashboard,313.0
COVID-19,Unspecified,AUSTRALIA,2020-03-25,World Health Organization COVID-19 Dashboard,543.0
COVID-19,Unspecified,AUSTRALIA,2020-03-26,World Health Organization COVID-19 Dashboard,171.0
COVID-19,Unspecified,AUSTRALIA,2020-03-27,World Health Organization COVID-19 Dashboard,562.0
COVID-19,Unspecified,AUSTRALIA,2020-03-28,World Health Organization COVID-19 Dashboard,393.0
COVID-19,Unspecified,AUSTRALIA,2020-03-29,World Health Organization COVID-19 Dashboard,431.0
COVID-19,Unspecified,AUSTRALIA,2020-03-30,World Health Organization COVID-19 Dashboard,284.0
COVID-19,Unspecified,AUSTRALIA,2020-03-31,World Health Organization COVID-19 Dashboard,266.0
COVID-19,Unspecified,AUSTRALIA,2020-04-01,World Health Organization COVID-19 Dashboard,348.0
COVID-19,Unspecified,AUSTRALIA,2020-04-02,World Health Organization COVID-19 Dashboard,269.0
COVID-19,Unspecified,AUSTRALIA,2020-04-03,World Health Organization COVID-19 Dashboard,248.0
COVID-19,Unspecified,AUSTRALIA,2020-04-04,World Health Organization COVID-19 Dashboard,230.0
COVID-19,Unspecified,AUSTRALIA,2020-04-05,World Health Organization COVID-19 Dashboard,181.0
COVID-19,Unspecified,AUSTRALIA,2020-04-06,World Health Organization COVID-19 Dashboard,109.0
COVID-19,Unspecified,AUSTRALIA,2020-04-07,World Health Organization COVID-19 Dashboard,100.0
COVID-19,Unspecified,AUSTRALIA,2020-04-08,World Health Organization COVID-19 Dashboard,112.0
COVID-19,Unspecified,AUSTRALIA,2020-04-09,World Health Organization COVID-19 Dashboard,96.0
COVID-19,Unspecified,AUSTRALIA,2020-04-10,World Health Organization COVID-19 Dashboard,100.0
COVID-19,Unspecified,AUSTRALIA,2020-04-11,World Health Organization COVID-19 Dashboard,86.0
COVID-19,Unspecified,AUSTRALIA,2020-04-12,World Health Organization COVID-19 Dashboard,51.0
COVID-19,Unspecified,AUSTRALIA,2020-04-13,World Health Organization COVID-19 Dashboard,33.0
COVID-19,Unspecified,AUSTRALIA,2020-04-14,World Health Organization COVID-19 Dashboard,44.0
COVID-19,Unspecified,AUSTRALIA,2020-04-15,World Health Organization COVID-19 Dashboard,50.0
COVID-19,Unspecified,AUSTRALIA,2020-04-16,World Health Organization COVID-19 Dashboard,42.0
COVID-19,Unspecified,AUSTRALIA,2020-04-17,World Health Organization COVID-19 Dashboard,10.0
COVID-19,Unspecified,AUSTRALIA,2020-04-18,World Health Organization COVID-19 Dashboard,65.0
COVID-19,Unspecified,AUSTRALIA,2020-04-19,World Health Organization COVID-19 Dashboard,53.0
COVID-19,Unspecified,AUSTRALIA,2020-04-20,World Health Organization COVID-19 Dashboard,26.0
COVID-19,Unspecified,AUSTRALIA,2020-04-21,World Health Organization COVID-19 Dashboard,13.0
COVID-19,Unspecified,AUSTRALIA,2020-04-22,World Health Organization COVID-19 Dashboard,22.0
COVID-19,Unspecified,AUSTRALIA,2020-04-23,World Health Organization COVID-19 Dashboard,7.0
COVID-19,Unspecified,AUSTRALIA,2020-04-24,World Health Organization COVID-19 Dashboard,13.0
COVID-19,Unspecified,AUSTRALIA,2020-04-25,World Health Organization COVID-19 Dashboard,20.0
COVID-19,Unspecified,AUSTRALIA,2020-04-26,World Health Organization COVID-19 Dashboard,16.0
COVID-19,Unspecified,AUSTRALIA,2020-04-27,World Health Organization COVID-19 Dashboard,10.0
COVID-19,Unspecified,AUSTRALIA,2020-04-28,World Health Organization COVID-19 Dashboard,12.0
COVID-19,Unspecified,AUSTRALIA,2020-04-29,World Health Organization COVID-19 Dashboard,13.0
COVID-19,Unspecified,AUSTRALIA,2020-04-30,World Health Organization COVID-19 Dashboard,8.0
COVID-19,Unspecified,AUSTRALIA,2020-05-01,World Health Organization COVID-19 Dashboard,16.0
COVID-19,Unspecified,AUSTRALIA,2020-05-02,World Health Organization COVID-19 Dashboard,5.0
COVID-19,Unspecified,AUSTRALIA,2020-05-03,World Health Organization COVID-19 Dashboard,16.0
COVID-19,Unspecified,AUSTRALIA,2020-05-04,World Health Organization COVID-19 Dashboard,18.0
COVID-19,Unspecified,AUSTRALIA,2020-05-05,World Health Organization COVID-19 Dashboard,24.0
COVID-19,Unspecified,AUSTRALIA,2020-05-06,World Health Organization COVID-19 Dashboard,24.0
COVID-19,Unspecified,AUSTRALIA,2020-05-07,World Health Organization COVID-19 Dashboard,26.0
COVID-19,Unspecified,AUSTRALIA,2020-05-08,World Health Organization COVID-19 Dashboard,21.0
COVID-19,Unspecified,AUSTRALIA,2020-05-09,World Health Organization COVID-19 Dashboard,18.0
COVID-19,Unspecified,AUSTRALIA,2020-05-10,World Health Organization COVID-19 Dashboard,15.0
COVID-19,Unspecified,AUSTRALIA,2020-05-11,World Health Organization COVID-19 Dashboard,12.0
COVID-19,Unspecified,AUSTRALIA,2020-05-12,World Health Organization COVID-19 Dashboard,7.0
COVID-19,Unspecified,AUSTRALIA,2020-05-13,World Health Organization COVID-19 Dashboard,16.0
COVID-19,Unspecified,AUSTRALIA,2020-05-14,World Health Organization COVID-19 Dashboard,11.0
COVID-19,Unspecified,AUSTRALIA,2020-05-15,World Health Organization COVID-19 Dashboard,14.0
COVID-19,Unspecified,AUSTRALIA,2020-05-16,World Health Organization COVID-19 Dashboard,30.0
COVID-19,Unspecified,AUSTRALIA,2020-05-17,World Health Organization COVID-19 Dashboard,17.0
COVID-19,Unspecified,AUSTRALIA,2020-05-18,World Health Organization COVID-19 Dashboard,9.0
COVID-19,Unspecified,AUSTRALIA,2020-05-19,World Health Organization COVID-19 Dashboard,15.0
COVID-19,Unspecified,AUSTRALIA,2020-05-20,World Health Organization COVID-19 Dashboard,8.0
COVID-19,Unspecified,AUSTRALIA,2020-05-21,World Health Organization COVID-19 Dashboard,11.0
COVID-19,Unspecified,AUSTRALIA,2020-05-22,World Health Organization COVID-19 Dashboard,2.0
COVID-19,Unspecified,AUSTRALIA,2020-05-23,World Health Organization COVID-19 Dashboard,14.0
COVID-19,Unspecified,AUSTRALIA,2020-05-24,World Health Organization COVID-19 Dashboard,11.0
COVID-19,Unspecified,AUSTRALIA,2020-05-25,World Health Organization COVID-19 Dashboard,3.0
COVID-19,Unspecified,AUSTRALIA,2020-05-26,World Health Organization COVID-19 Dashboard,9.0
COVID-19,Unspecified,AUSTRALIA,2020-05-27,World Health Organization COVID-19 Dashboard,15.0
COVID-19,Unspecified,AUSTRALIA,2020-05-28,World Health Organization COVID-19 Dashboard,6.0
COVID-19,Unspecified,AUSTRALIA,2020-05-29,World Health Organization COVID-19 Dashboard,11.0
COVID-19,Unspecified,AUSTRALIA,2020-05-30,World Health Organization COVID-19 Dashboard,23.0
COVID-19,Unspecified,AUSTRALIA,2020-05-31,World Health Organization COVID-19 Dashboard,12.0
COVID-19,Unspecified,AUSTRALIA,2020-06-01,World Health Organization COVID-19 Dashboard,10.0
COVID-19,Unspecified,AUSTRALIA,2020-06-02,World Health Organization COVID-19 Dashboard,9.0
COVID-19,Unspecified,AUSTRALIA,2020-06-03,World Health Organization COVID-19 Dashboard,17.0
COVID-19,Unspecified,AUSTRALIA,2020-06-04,World Health Organization COVID-19 Dashboard,8.0
COVID-19,Unspecified,AUSTRALIA,2020-06-05,World Health Organization COVID-19 Dashboard,11.0
COVID-19,Unspecified,AUSTRALIA,2020-06-06,World Health Organization COVID-19 Dashboard,11.0
COVID-19,Unspecified,AUSTRALIA,2020-06-07,World Health Organization COVID-19 Dashboard,4.0
COVID-19,Unspecified,AUSTRALIA,2020-06-08,World Health Organization COVID-19 Dashboard,5.0
COVID-19,Unspecified,AUSTRALIA,2020-06-09,World Health Organization COVID-19 Dashboard,5.0
COVID-19,Unspecified,AUSTRALIA,2020-06-10,World Health Organization COVID-19 Dashboard,2.0
COVID-19,Unspecified,AUSTRALIA,2020-06-11,World Health Organization COVID-19 Dashboard,0.0
COVID-19,Unspecified,AUSTRALIA,2020-06-12,World Health Organization COVID-19 Dashboard,18.0
COVID-19,Unspecified,AUSTRALIA,2020-06-13,World Health Organization COVID-19 Dashboard,5.0
COVID-19,Unspecified,AUSTRALIA,2020-06-14,World Health Organization COVID-19 Dashboard,12.0
COVID-19,Unspecified,AUSTRALIA,2020-06-15,World Health Organization COVID-19 Dashboard,18.0
COVID-19,Unspecified,AUSTRALIA,2020-06-16,World Health Organization COVID-19 Dashboard,15.0
COVID-19,Unspecified,AUSTRALIA,2020-06-17,World Health Organization COVID-19 Dashboard,12.0
COVID-19,Unspecified,AUSTRALIA,2020-06-18,World Health Organization COVID-19 Dashboard,23.0
COVID-19,Unspecified,AUSTRALIA,2020-06-19,World Health Organization COVID-19 Dashboard,21.0
COVID-19,Unspecified,AUSTRALIA,2020-06-20,World Health Organization COVID-19 Dashboard,18.0
COVID-19,Unspecified,AUSTRALIA,2020-06-21,World Health Organization COVID-19 Dashboard,27.0
COVID-19,Unspecified,AUSTRALIA,2020-06-22,World Health Organization COVID-19 Dashboard,25.0
COVID-19,Unspecified,AUSTRALIA,2020-06-23,World Health Organization COVID-19 Dashboard,13.0
COVID-19,Unspecified,AUSTRALIA,2020-06-24,World Health Organization COVID-19 Dashboard,18.0
COVID-19,Unspecified,AUSTRALIA,2020-06-25,World Health Organization COVID-19 Dashboard,29.0
COVID-19,Unspecified,AUSTRALIA,2020-06-26,World Health Organization COVID-19 Dashboard,37.0
COVID-19,Unspecified,AUSTRALIA,2020-06-27,World Health Organization COVID-19 Dashboard,37.0
COVID-19,Unspecified,AUSTRALIA,2020-06-28,World Health Organization COVID-19 Dashboard,46.0
COVID-19,Unspecified,AUSTRALIA,2020-06-29,World Health Organization COVID-19 Dashboard,45.0
COVID-19,Unspecified,AUSTRALIA,2020-06-30,World Health Organization COVID-19 Dashboard,81.0
COVID-19,Unspecified,AUSTRALIA,2020-07-01,World Health Organization COVID-19 Dashboard,67.0
COVID-19,Unspecified,AUSTRALIA,2020-07-02,World Health Organization COVID-19 Dashboard,86.0
COVID-19,Unspecified,AUSTRALIA,2020-07-03,World Health Organization COVID-19 Dashboard,81.0
COVID-19,Unspecified,AUSTRALIA,2020-07-04,World Health Organization COVID-19 Dashboard,254.0
COVID-19,Unspecified,AUSTRALIA,2020-07-05,World Health Organization COVID-19 Dashboard,107.0
COVID-19,Unspecified,AUSTRALIA,2020-07-06,World Health Organization COVID-19 Dashboard,87.0
COVID-19,Unspecified,AUSTRALIA,2020-07-07,World Health Organization COVID-19 Dashboard,137.0
COVID-19,Unspecified,AUSTRALIA,2020-07-08,World Health Organization COVID-19 Dashboard,169.0
COVID-19,Unspecified,AUSTRALIA,2020-07-09,World Health Organization COVID-19 Dashboard,131.0
COVID-19,Unspecified,AUSTRALIA,2020-07-10,World Health Organization COVID-19 Dashboard,173.0
COVID-19,Unspecified,AUSTRALIA,2020-07-11,World Health Organization COVID-19 Dashboard,300.0
COVID-19,Unspecified,AUSTRALIA,2020-07-12,World Health Organization COVID-19 Dashboard,194.0
COVID-19,Unspecified,AUSTRALIA,2020-07-13,World Health Organization COVID-19 Dashboard,244.0
COVID-19,Unspecified,AUSTRALIA,2020-07-14,World Health Organization COVID-19 Dashboard,183.0
COVID-19,Unspecified,AUSTRALIA,2020-07-15,World Health Organization COVID-19 Dashboard,271.0
COVID-19,Unspecified,AUSTRALIA,2020-07-16,World Health Organization COVID-19 Dashboard,244.0
COVID-19,Unspecified,AUSTRALIA,2020-07-17,World Health Organization COVID-19 Dashboard,315.0
COVID-19,Unspecified,AUSTRALIA,2020-07-18,World Health Organization COVID-19 Dashboard,425.0
COVID-19,Unspecified,AUSTRALIA,2020-07-19,World Health Organization COVID-19 Dashboard,206.0
COVID-19,Unspecified,AUSTRALIA,2020-07-20,World Health Organization COVID-19 Dashboard,361.0
COVID-19,Unspecified,AUSTRALIA,2020-07-21,World Health Organization COVID-19 Dashboard,267.0
COVID-19,Unspecified,AUSTRALIA,2020-07-22,World Health Organization COVID-19 Dashboard,359.0
COVID-19,Unspecified,AUSTRALIA,2020-07-23,World Health Organization COVID-19 Dashboard,468.0
COVID-19,Unspecified,AUSTRALIA,2020-07-24,World Health Organization COVID-19 Dashboard,410.0
COVID-19,Unspecified,AUSTRALIA,2020-07-25,World Health Organization COVID-19 Dashboard,289.0
COVID-19,Unspecified,AUSTRALIA,2020-07-26,World Health Organization COVID-19 Dashboard,355.0
COVID-19,Unspecified,AUSTRALIA,2020-07-27,World Health Organization COVID-19 Dashboard,453.0
COVID-19,Unspecified,AUSTRALIA,2020-07-28,World Health Organization COVID-19 Dashboard,532.0
COVID-19,Unspecified,AUSTRALIA,2020-07-29,World Health Organization COVID-19 Dashboard,369.0
COVID-19,Unspecified,AUSTRALIA,2020-07-30,World Health Organization COVID-19 Dashboard,278.0
COVID-19,Unspecified,AUSTRALIA,2020-07-31,World Health Organization COVID-19 Dashboard,721.0
COVID-19,Unspecified,AUSTRALIA,2020-08-01,World Health Organization COVID-19 Dashboard,602.0
COVID-19,Unspecified,AUSTRALIA,2020-08-02,World Health Organization COVID-19 Dashboard,377.0
COVID-19,Unspecified,AUSTRALIA,2020-08-03,World Health Organization COVID-19 Dashboard,641.0
COVID-19,Unspecified,AUSTRALIA,2020-08-04,World Health Organization COVID-19 Dashboard,395.0
COVID-19,Unspecified,AUSTRALIA,2020-08-05,World Health Organization COVID-19 Dashboard,411.0
COVID-19,Unspecified,AUSTRALIA,2020-08-06,World Health Organization COVID-19 Dashboard,715.0
COVID-19,Unspecified,AUSTRALIA,2020-08-07,World Health Organization COVID-19 Dashboard,418.0
COVID-19,Unspecified,AUSTRALIA,2020-08-08,World Health Organization COVID-19 Dashboard,410.0
COVID-19,Unspecified,AUSTRALIA,2020-08-09,World Health Organization COVID-19 Dashboard,426.0
COVID-19,Unspecified,AUSTRALIA,2020-08-10,World Health Organization COVID-19 Dashboard,386.0
COVID-19,Unspecified,AUSTRALIA,2020-08-11,World Health Organization COVID-19 Dashboard,313.0
COVID-19,Unspecified,AUSTRALIA,2020-08-12,World Health Organization COVID-19 Dashboard,316.0
COVID-19,Unspecified,AUSTRALIA,2020-08-13,World Health Organization COVID-19 Dashboard,414.0
COVID-19,Unspecified,AUSTRALIA,2020-08-14,World Health Organization COVID-19 Dashboard,231.0
COVID-19,Unspecified,AUSTRALIA,2020-08-15,World Health Organization COVID-19 Dashboard,385.0
COVID-19,Unspecified,AUSTRALIA,2020-08-16,World Health Organization COVID-19 Dashboard,292.0
COVID-19,Unspecified,AUSTRALIA,2020-08-17,World Health Organization COVID-19 Dashboard,253.0
COVID-19,Unspecified,AUSTRALIA,2020-08-18,World Health Organization COVID-19 Dashboard,271.0
COVID-19,Unspecified,AUSTRALIA,2020-08-19,World Health Organization COVID-19 Dashboard,214.0
COVID-19,Unspecified,AUSTRALIA,2020-08-20,World Health Organization COVID-19 Dashboard,220.0
COVID-19,Unspecified,AUSTRALIA,2020-08-21,World Health Organization COVID-19 Dashboard,243.0
COVID-19,Unspecified,AUSTRALIA,2020-08-22,World Health Organization COVID-19 Dashboard,171.0
COVID-19,Unspecified,AUSTRALIA,2020-08-23,World Health Organization COVID-19 Dashboard,195.0
COVID-19,Unspecified,AUSTRALIA,2020-08-24,World Health Organization COVID-19 Dashboard,210.0
COVID-19,Unspecified,AUSTRALIA,2020-08-25,World Health Organization COVID-19 Dashboard,104.0
COVID-19,Unspecified,AUSTRALIA,2020-08-26,World Health Organization COVID-19 Dashboard,137.0
COVID-19,Unspecified,AUSTRALIA,2020-08-27,World Health Organization COVID-19 Dashboard,152.0
COVID-19,Unspecified,AUSTRALIA,2020-08-28,World Health Organization COVID-19 Dashboard,117.0
COVID-19,Unspecified,AUSTRALIA,2020-08-29,World Health Organization COVID-19 Dashboard,126.0
COVID-19,Unspecified,AUSTRALIA,2020-08-30,World Health Organization COVID-19 Dashboard,99.0
COVID-19,Unspecified,AUSTRALIA,2020-08-31,World Health Organization COVID-19 Dashboard,123.0
COVID-19,Unspecified,AUSTRALIA,2020-09-01,World Health Organization COVID-19 Dashboard,76.0
COVID-19,Unspecified,AUSTRALIA,2020-09-02,World Health Organization COVID-19 Dashboard,73.0
COVID-19,Unspecified,AUSTRALIA,2020-09-03,World Health Organization COVID-19 Dashboard,104.0
COVID-19,Unspecified,AUSTRALIA,2020-09-04,World Health Organization COVID-19 Dashboard,126.0
COVID-19,Unspecified,AUSTRALIA,2020-09-05,World Health Organization COVID-19 Dashboard,87.0
COVID-19,Unspecified,AUSTRALIA,2020-09-06,World Health Organization COVID-19 Dashboard,71.0
COVID-19,Unspecified,AUSTRALIA,2020-09-07,World Health Organization COVID-19 Dashboard,72.0
COVID-19,Unspecified,AUSTRALIA,2020-09-08,World Health Organization COVID-19 Dashboard,43.0
COVID-19,Unspecified,AUSTRALIA,2020-09-09,World Health Organization COVID-19 Dashboard,52.0
COVID-19,Unspecified,AUSTRALIA,2020-09-10,World Health Organization COVID-19 Dashboard,91.0
COVID-19,Unspecified,AUSTRALIA,2020-09-11,World Health Organization COVID-19 Dashboard,48.0
COVID-19,Unspecified,AUSTRALIA,2020-09-12,World Health Organization COVID-19 Dashboard,52.0
COVID-19,Unspecified,AUSTRALIA,2020-09-13,World Health Organization COVID-19 Dashboard,42.0
COVID-19,Unspecified,AUSTRALIA,2020-09-14,World Health Organization COVID-19 Dashboard,44.0
COVID-19,Unspecified,AUSTRALIA,2020-09-15,World Health Organization COVID-19 Dashboard,41.0
COVID-19,Unspecified,AUSTRALIA,2020-09-16,World Health Organization COVID-19 Dashboard,46.0
COVID-19,Unspecified,AUSTRALIA,2020-09-17,World Health Organization COVID-19 Dashboard,41.0
COVID-19,Unspecified,AUSTRALIA,2020-09-18,World Health Organization COVID-19 Dashboard,34.0
COVID-19,Unspecified,AUSTRALIA,2020-09-19,World Health Organization COVID-19 Dashboard,48.0
COVID-19,Unspecified,AUSTRALIA,2020-09-20,World Health Organization COVID-19 Dashboard,24.0
COVID-19,Unspecified,AUSTRALIA,2020-09-21,World Health Organization COVID-19 Dashboard,13.0
COVID-19,Unspecified,AUSTRALIA,2020-09-22,World Health Organization COVID-19 Dashboard,14.0
COVID-19,Unspecified,AUSTRALIA,2020-09-23,World Health Organization COVID-19 Dashboard,30.0
COVID-19,Unspecified,AUSTRALIA,2020-09-24,World Health Organization COVID-19 Dashboard,31.0
COVID-19,Unspecified,AUSTRALIA,2020-09-25,World Health Organization COVID-19 Dashboard,10.0
COVID-19,Unspecified,AUSTRALIA,2020-09-26,World Health Organization COVID-19 Dashboard,17.0
COVID-19,Unspecified,AUSTRALIA,2020-09-27,World Health Organization COVID-19 Dashboard,16.0
COVID-19,Unspecified,AUSTRALIA,2020-09-28,World Health Organization COVID-19 Dashboard,24.0
COVID-19,Unspecified,AUSTRALIA,2020-09-29,World Health Organization COVID-19 Dashboard,4.0
COVID-19,Unspecified,AUSTRALIA,2020-09-30,World Health Organization COVID-19 Dashboard,19.0
COVID-19,Unspecified,AUSTRALIA,2020-10-01,World Health Organization COVID-19 Dashboard,15.0
COVID-19,Unspecified,AUSTRALIA,2020-10-02,World Health Organization COVID-19 Dashboard,18.0
COVID-19,Unspecified,AUSTRALIA,2020-10-03,World Health Organization COVID-19 Dashboard,17.0
COVID-19,Unspecified,AUSTRALIA,2020-10-04,World Health Organization COVID-19 Dashboard,8.0
COVID-19,Unspecified,AUSTRALIA,2020-10-05,World Health Organization COVID-19 Dashboard,15.0
COVID-19,Unspecified,AUSTRALIA,2020-10-06,World Health Organization COVID-19 Dashboard,13.0
COVID-19,Unspecified,AUSTRALIA,2020-10-07,World Health Organization COVID-19 Dashboard,25.0
