ConditionName,Outcome,CountryName,Admin1ISO,Date,SourceName,CountValue
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-10-07,"United States Centers for Disease Control and Prevention, COVID-19 Response",2764.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-10-08,"United States Centers for Disease Control and Prevention, COVID-19 Response",3575.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-10-09,"United States Centers for Disease Control and Prevention, COVID-19 Response",3806.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-10-10,"United States Centers for Disease Control and Prevention, COVID-19 Response",4170.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-10-11,"United States Centers for Disease Control and Prevention, COVID-19 Response",3803.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-10-12,"United States Centers for Disease Control and Prevention, COVID-19 Response",3449.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-10-13,"United States Centers for Disease Control and Prevention, COVID-19 Response",2378.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-10-14,"United States Centers for Disease Control and Prevention, COVID-19 Response",2666.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-10-15,"United States Centers for Disease Control and Prevention, COVID-19 Response",3329.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-10-16,"United States Centers for Disease Control and Prevention, COVID-19 Response",3075.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-10-17,"United States Centers for Disease Control and Prevention, COVID-19 Response",2979.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-10-18,"United States Centers for Disease Control and Prevention, COVID-19 Response",2862.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-10-19,"United States Centers for Disease Control and Prevention, COVID-19 Response",3474.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-10-20,"United States Centers for Disease Control and Prevention, COVID-19 Response",3286.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-10-21,"United States Centers for Disease Control and Prevention, COVID-19 Response",3707.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-10-22,"United States Centers for Disease Control and Prevention, COVID-19 Response",2940.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-10-23,"United States Centers for Disease Control and Prevention, COVID-19 Response",6141.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-10-24,"United States Centers for Disease Control and Prevention, COVID-19 Response",5945.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-10-25,"United States Centers for Disease Control and Prevention, COVID-19 Response",5219.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-10-26,"United States Centers for Disease Control and Prevention, COVID-19 Response",2981.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-10-27,"United States Centers for Disease Control and Prevention, COVID-19 Response",3188.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-10-28,"United States Centers for Disease Control and Prevention, COVID-19 Response",4515.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-10-29,"United States Centers for Disease Control and Prevention, COVID-19 Response",4191.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-10-30,"United States Centers for Disease Control and Prevention, COVID-19 Response",4014.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-10-31,"United States Centers for Disease Control and Prevention, COVID-19 Response",5087.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-11-01,"United States Centers for Disease Control and Prevention, COVID-19 Response",4529.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-11-02,"United States Centers for Disease Control and Prevention, COVID-19 Response",4094.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-11-03,"United States Centers for Disease Control and Prevention, COVID-19 Response",4044.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-11-04,"United States Centers for Disease Control and Prevention, COVID-19 Response",5338.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-11-05,"United States Centers for Disease Control and Prevention, COVID-19 Response",4566.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-11-06,"United States Centers for Disease Control and Prevention, COVID-19 Response",6518.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-11-07,"United States Centers for Disease Control and Prevention, COVID-19 Response",5863.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-11-08,"United States Centers for Disease Control and Prevention, COVID-19 Response",9543.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-11-09,"United States Centers for Disease Control and Prevention, COVID-19 Response",5351.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-11-10,"United States Centers for Disease Control and Prevention, COVID-19 Response",5367.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-11-11,"United States Centers for Disease Control and Prevention, COVID-19 Response",7464.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-11-12,"United States Centers for Disease Control and Prevention, COVID-19 Response",6927.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-11-13,"United States Centers for Disease Control and Prevention, COVID-19 Response",6893.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-11-14,"United States Centers for Disease Control and Prevention, COVID-19 Response",9875.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-11-15,"United States Centers for Disease Control and Prevention, COVID-19 Response",10968.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-11-16,"United States Centers for Disease Control and Prevention, COVID-19 Response",9890.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-11-17,"United States Centers for Disease Control and Prevention, COVID-19 Response",8743.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-11-18,"United States Centers for Disease Control and Prevention, COVID-19 Response",9811.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-11-19,"United States Centers for Disease Control and Prevention, COVID-19 Response",11478.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-11-20,"United States Centers for Disease Control and Prevention, COVID-19 Response",13005.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-11-21,"United States Centers for Disease Control and Prevention, COVID-19 Response",15442.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-11-22,"United States Centers for Disease Control and Prevention, COVID-19 Response",14319.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-11-23,"United States Centers for Disease Control and Prevention, COVID-19 Response",8337.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-11-24,"United States Centers for Disease Control and Prevention, COVID-19 Response",15329.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-11-25,"United States Centers for Disease Control and Prevention, COVID-19 Response",18350.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-11-26,"United States Centers for Disease Control and Prevention, COVID-19 Response",14640.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-11-27,"United States Centers for Disease Control and Prevention, COVID-19 Response",12635.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-11-28,"United States Centers for Disease Control and Prevention, COVID-19 Response",11996.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-11-29,"United States Centers for Disease Control and Prevention, COVID-19 Response",15614.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-11-30,"United States Centers for Disease Control and Prevention, COVID-19 Response",14034.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-12-01,"United States Centers for Disease Control and Prevention, COVID-19 Response",12221.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-12-02,"United States Centers for Disease Control and Prevention, COVID-19 Response",20762.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-12-03,"United States Centers for Disease Control and Prevention, COVID-19 Response",18588.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-12-04,"United States Centers for Disease Control and Prevention, COVID-19 Response",22018.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-12-05,"United States Centers for Disease Control and Prevention, COVID-19 Response",25068.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-12-06,"United States Centers for Disease Control and Prevention, COVID-19 Response",30075.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-12-07,"United States Centers for Disease Control and Prevention, COVID-19 Response",24735.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-12-08,"United States Centers for Disease Control and Prevention, COVID-19 Response",23272.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-12-09,"United States Centers for Disease Control and Prevention, COVID-19 Response",30851.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-12-10,"United States Centers for Disease Control and Prevention, COVID-19 Response",29677.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-12-11,"United States Centers for Disease Control and Prevention, COVID-19 Response",35468.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-12-12,"United States Centers for Disease Control and Prevention, COVID-19 Response",35729.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-12-13,"United States Centers for Disease Control and Prevention, COVID-19 Response",30334.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-12-14,"United States Centers for Disease Control and Prevention, COVID-19 Response",33278.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-12-15,"United States Centers for Disease Control and Prevention, COVID-19 Response",32326.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-12-16,"United States Centers for Disease Control and Prevention, COVID-19 Response",53711.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-12-17,"United States Centers for Disease Control and Prevention, COVID-19 Response",52281.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-12-18,"United States Centers for Disease Control and Prevention, COVID-19 Response",41012.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-12-19,"United States Centers for Disease Control and Prevention, COVID-19 Response",43608.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-12-20,"United States Centers for Disease Control and Prevention, COVID-19 Response",46474.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-12-21,"United States Centers for Disease Control and Prevention, COVID-19 Response",37892.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-12-22,"United States Centers for Disease Control and Prevention, COVID-19 Response",32659.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-12-23,"United States Centers for Disease Control and Prevention, COVID-19 Response",39069.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-12-24,"United States Centers for Disease Control and Prevention, COVID-19 Response",34039.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-12-25,"United States Centers for Disease Control and Prevention, COVID-19 Response",44175.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-12-26,"United States Centers for Disease Control and Prevention, COVID-19 Response",30375.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-12-27,"United States Centers for Disease Control and Prevention, COVID-19 Response",50141.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-12-28,"United States Centers for Disease Control and Prevention, COVID-19 Response",33170.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-12-29,"United States Centers for Disease Control and Prevention, COVID-19 Response",31245.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-12-30,"United States Centers for Disease Control and Prevention, COVID-19 Response",30921.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2020-12-31,"United States Centers for Disease Control and Prevention, COVID-19 Response",13410.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-01-01,"United States Centers for Disease Control and Prevention, COVID-19 Response",61016.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-01-02,"United States Centers for Disease Control and Prevention, COVID-19 Response",53341.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-01-03,"United States Centers for Disease Control and Prevention, COVID-19 Response",45352.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-01-04,"United States Centers for Disease Control and Prevention, COVID-19 Response",18442.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-01-05,"United States Centers for Disease Control and Prevention, COVID-19 Response",42631.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-01-06,"United States Centers for Disease Control and Prevention, COVID-19 Response",29892.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-01-07,"United States Centers for Disease Control and Prevention, COVID-19 Response",36385.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-01-08,"United States Centers for Disease Control and Prevention, COVID-19 Response",50030.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-01-09,"United States Centers for Disease Control and Prevention, COVID-19 Response",52636.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-01-10,"United States Centers for Disease Control and Prevention, COVID-19 Response",49685.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-01-11,"United States Centers for Disease Control and Prevention, COVID-19 Response",39839.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-01-12,"United States Centers for Disease Control and Prevention, COVID-19 Response",36487.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-01-13,"United States Centers for Disease Control and Prevention, COVID-19 Response",33751.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-01-14,"United States Centers for Disease Control and Prevention, COVID-19 Response",35930.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-01-15,"United States Centers for Disease Control and Prevention, COVID-19 Response",42655.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-01-16,"United States Centers for Disease Control and Prevention, COVID-19 Response",40622.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-01-17,"United States Centers for Disease Control and Prevention, COVID-19 Response",42229.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-01-18,"United States Centers for Disease Control and Prevention, COVID-19 Response",30699.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-01-19,"United States Centers for Disease Control and Prevention, COVID-19 Response",23794.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-01-20,"United States Centers for Disease Control and Prevention, COVID-19 Response",22403.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-01-21,"United States Centers for Disease Control and Prevention, COVID-19 Response",19673.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-01-22,"United States Centers for Disease Control and Prevention, COVID-19 Response",23024.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-01-23,"United States Centers for Disease Control and Prevention, COVID-19 Response",22972.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-01-24,"United States Centers for Disease Control and Prevention, COVID-19 Response",24111.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-01-25,"United States Centers for Disease Control and Prevention, COVID-19 Response",27007.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-01-26,"United States Centers for Disease Control and Prevention, COVID-19 Response",17028.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-01-27,"United States Centers for Disease Control and Prevention, COVID-19 Response",16728.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-01-28,"United States Centers for Disease Control and Prevention, COVID-19 Response",16696.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-01-29,"United States Centers for Disease Control and Prevention, COVID-19 Response",19337.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-01-30,"United States Centers for Disease Control and Prevention, COVID-19 Response",18427.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-01-31,"United States Centers for Disease Control and Prevention, COVID-19 Response",18974.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-02-01,"United States Centers for Disease Control and Prevention, COVID-19 Response",15358.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-02-02,"United States Centers for Disease Control and Prevention, COVID-19 Response",12064.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-02-03,"United States Centers for Disease Control and Prevention, COVID-19 Response",10501.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-02-04,"United States Centers for Disease Control and Prevention, COVID-19 Response",13176.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-02-05,"United States Centers for Disease Control and Prevention, COVID-19 Response",14021.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-02-06,"United States Centers for Disease Control and Prevention, COVID-19 Response",12394.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-02-07,"United States Centers for Disease Control and Prevention, COVID-19 Response",15064.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-02-08,"United States Centers for Disease Control and Prevention, COVID-19 Response",10414.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-02-09,"United States Centers for Disease Control and Prevention, COVID-19 Response",8251.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-02-10,"United States Centers for Disease Control and Prevention, COVID-19 Response",8390.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-02-11,"United States Centers for Disease Control and Prevention, COVID-19 Response",8575.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-02-12,"United States Centers for Disease Control and Prevention, COVID-19 Response",10059.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-02-13,"United States Centers for Disease Control and Prevention, COVID-19 Response",9421.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-02-14,"United States Centers for Disease Control and Prevention, COVID-19 Response",8842.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-02-15,"United States Centers for Disease Control and Prevention, COVID-19 Response",6487.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-02-16,"United States Centers for Disease Control and Prevention, COVID-19 Response",5692.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-02-17,"United States Centers for Disease Control and Prevention, COVID-19 Response",4090.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-02-18,"United States Centers for Disease Control and Prevention, COVID-19 Response",5573.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-02-19,"United States Centers for Disease Control and Prevention, COVID-19 Response",6798.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-02-20,"United States Centers for Disease Control and Prevention, COVID-19 Response",6668.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-02-21,"United States Centers for Disease Control and Prevention, COVID-19 Response",6760.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-02-22,"United States Centers for Disease Control and Prevention, COVID-19 Response",4665.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-02-23,"United States Centers for Disease Control and Prevention, COVID-19 Response",3447.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-02-24,"United States Centers for Disease Control and Prevention, COVID-19 Response",5303.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-02-25,"United States Centers for Disease Control and Prevention, COVID-19 Response",4965.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-02-26,"United States Centers for Disease Control and Prevention, COVID-19 Response",5400.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-02-27,"United States Centers for Disease Control and Prevention, COVID-19 Response",5151.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-02-28,"United States Centers for Disease Control and Prevention, COVID-19 Response",4685.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-03-01,"United States Centers for Disease Control and Prevention, COVID-19 Response",3516.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-03-02,"United States Centers for Disease Control and Prevention, COVID-19 Response",2533.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-03-03,"United States Centers for Disease Control and Prevention, COVID-19 Response",3352.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-03-04,"United States Centers for Disease Control and Prevention, COVID-19 Response",3504.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-03-05,"United States Centers for Disease Control and Prevention, COVID-19 Response",4659.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-03-06,"United States Centers for Disease Control and Prevention, COVID-19 Response",4452.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-03-07,"United States Centers for Disease Control and Prevention, COVID-19 Response",3816.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-03-08,"United States Centers for Disease Control and Prevention, COVID-19 Response",3258.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-03-09,"United States Centers for Disease Control and Prevention, COVID-19 Response",2614.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-03-10,"United States Centers for Disease Control and Prevention, COVID-19 Response",6412.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-03-11,"United States Centers for Disease Control and Prevention, COVID-19 Response",3184.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-03-12,"United States Centers for Disease Control and Prevention, COVID-19 Response",3471.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-03-13,"United States Centers for Disease Control and Prevention, COVID-19 Response",3230.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-03-14,"United States Centers for Disease Control and Prevention, COVID-19 Response",2772.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-03-15,"United States Centers for Disease Control and Prevention, COVID-19 Response",2460.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-03-16,"United States Centers for Disease Control and Prevention, COVID-19 Response",1260.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-03-17,"United States Centers for Disease Control and Prevention, COVID-19 Response",2441.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-03-18,"United States Centers for Disease Control and Prevention, COVID-19 Response",3038.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-03-19,"United States Centers for Disease Control and Prevention, COVID-19 Response",3287.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-03-20,"United States Centers for Disease Control and Prevention, COVID-19 Response",3107.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-03-21,"United States Centers for Disease Control and Prevention, COVID-19 Response",3350.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-03-22,"United States Centers for Disease Control and Prevention, COVID-19 Response",2000.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-03-23,"United States Centers for Disease Control and Prevention, COVID-19 Response",1823.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-03-24,"United States Centers for Disease Control and Prevention, COVID-19 Response",1955.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-03-25,"United States Centers for Disease Control and Prevention, COVID-19 Response",2251.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-03-26,"United States Centers for Disease Control and Prevention, COVID-19 Response",2608.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-03-27,"United States Centers for Disease Control and Prevention, COVID-19 Response",3278.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-03-28,"United States Centers for Disease Control and Prevention, COVID-19 Response",2998.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-03-29,"United States Centers for Disease Control and Prevention, COVID-19 Response",2277.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-03-30,"United States Centers for Disease Control and Prevention, COVID-19 Response",1996.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-03-31,"United States Centers for Disease Control and Prevention, COVID-19 Response",1962.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-04-01,"United States Centers for Disease Control and Prevention, COVID-19 Response",2234.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-04-02,"United States Centers for Disease Control and Prevention, COVID-19 Response",2414.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-04-03,"United States Centers for Disease Control and Prevention, COVID-19 Response",4877.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-04-04,"United States Centers for Disease Control and Prevention, COVID-19 Response",2400.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-04-05,"United States Centers for Disease Control and Prevention, COVID-19 Response",2112.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-04-06,"United States Centers for Disease Control and Prevention, COVID-19 Response",1367.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-04-07,"United States Centers for Disease Control and Prevention, COVID-19 Response",2229.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-04-08,"United States Centers for Disease Control and Prevention, COVID-19 Response",2093.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-04-09,"United States Centers for Disease Control and Prevention, COVID-19 Response",2606.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-04-10,"United States Centers for Disease Control and Prevention, COVID-19 Response",4466.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-04-11,"United States Centers for Disease Control and Prevention, COVID-19 Response",4954.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-04-12,"United States Centers for Disease Control and Prevention, COVID-19 Response",2649.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-04-13,"United States Centers for Disease Control and Prevention, COVID-19 Response",1568.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-04-14,"United States Centers for Disease Control and Prevention, COVID-19 Response",2487.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-04-15,"United States Centers for Disease Control and Prevention, COVID-19 Response",2016.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-04-16,"United States Centers for Disease Control and Prevention, COVID-19 Response",2451.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-04-17,"United States Centers for Disease Control and Prevention, COVID-19 Response",2763.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-04-18,"United States Centers for Disease Control and Prevention, COVID-19 Response",2667.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-04-19,"United States Centers for Disease Control and Prevention, COVID-19 Response",1916.0
COVID-19,Unspecified,UNITED STATES OF AMERICA,US-CA,2021-04-20,"United States Centers for Disease Control and Prevention, COVID-19 Response",1606.0
