ConditionName,Outcome,CountryName,Date,SourceName,CountValue,source_file
COVID-19,Unspecified,BRAZIL,2021-07-29,World Health Organization COVID-19 Dashboard,41411.0,AllNationalFiltered.csv
COVID-19,Unspecified,BRAZIL,2021-07-30,World Health Organization COVID-19 Dashboard,48013.0,AllNationalFiltered.csv
COVID-19,Unspecified,BRAZIL,2021-07-31,World Health Organization COVID-19 Dashboard,42283.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-01-04,World Health Organization COVID-19 Dashboard,0.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-01-05,World Health Organization COVID-19 Dashboard,0.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-01-06,World Health Organization COVID-19 Dashboard,0.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-01-07,World Health Organization COVID-19 Dashboard,0.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-01-08,World Health Organization COVID-19 Dashboard,0.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-01-09,World Health Organization COVID-19 Dashboard,0.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-01-10,World Health Organization COVID-19 Dashboard,0.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-01-11,World Health Organization COVID-19 Dashboard,0.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-01-12,World Health Organization COVID-19 Dashboard,0.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-01-13,World Health Organization COVID-19 Dashboard,0.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-01-14,World Health Organization COVID-19 Dashboard,0.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-01-15,World Health Organization COVID-19 Dashboard,0.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-01-16,World Health Organization COVID-19 Dashboard,0.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-01-17,World Health Organization COVID-19 Dashboard,0.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-01-18,World Health Organization COVID-19 Dashboard,0.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-01-19,World Health Organization COVID-19 Dashboard,0.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-01-20,World Health Organization COVID-19 Dashboard,0.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-01-21,World Health Organization COVID-19 Dashboard,0.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-01-22,World Health Organization COVID-19 Dashboard,0.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-01-23,World Health Organization COVID-19 Dashboard,0.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-01-24,World Health Organization COVID-19 Dashboard,0.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-01-25,World Health Organization COVID-19 Dashboard,1.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-01-26,World Health Organization COVID-19 Dashboard,3.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-01-27,World Health Organization COVID-19 Dashboard,0.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-01-28,World Health Organization COVID-19 Dashboard,1.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-01-29,World Health Organization COVID-19 Dashboard,0.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-01-30,World Health Organization COVID-19 Dashboard,2.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-01-31,World Health Organization COVID-19 Dashboard,2.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-02-01,World Health Organization COVID-19 Dashboard,0.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-02-02,World Health Organization COVID-19 Dashboard,3.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-02-03,World Health Organization COVID-19 Dashboard,0.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-02-04,World Health Organization COVID-19 Dashboard,0.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-02-05,World Health Organization COVID-19 Dashboard,1.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-02-06,World Health Organization COVID-19 Dashboard,1.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-02-07,World Health Organization COVID-19 Dashboard,1.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-02-08,World Health Organization COVID-19 Dashboard,0.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-02-09,World Health Organization COVID-19 Dashboard,0.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-02-10,World Health Organization COVID-19 Dashboard,0.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-02-11,World Health Organization COVID-19 Dashboard,0.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-02-12,World Health Organization COVID-19 Dashboard,0.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-02-13,World Health Organization COVID-19 Dashboard,0.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-02-14,World Health Organization COVID-19 Dashboard,0.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-02-15,World Health Organization COVID-19 Dashboard,0.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-02-16,World Health Organization COVID-19 Dashboard,0.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-02-17,World Health Organization COVID-19 Dashboard,0.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-02-18,World Health Organization COVID-19 Dashboard,0.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-02-19,World Health Organization COVID-19 Dashboard,0.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-02-20,World Health Organization COVID-19 Dashboard,0.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-02-21,World Health Organization COVID-19 Dashboard,0.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-02-22,World Health Organization COVID-19 Dashboard,6.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-02-23,World Health Organization COVID-19 Dashboard,1.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-02-24,World Health Organization COVID-19 Dashboard,0.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-02-25,World Health Organization COVID-19 Dashboard,0.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-02-26,World Health Organization COVID-19 Dashboard,1.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-02-27,World Health Organization COVID-19 Dashboard,0.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-02-28,World Health Organization COVID-19 Dashboard,0.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-02-29,World Health Organization COVID-19 Dashboard,2.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-03-01,World Health Organization COVID-19 Dashboard,0.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-03-02,World Health Organization COVID-19 Dashboard,4.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-03-03,World Health Organization COVID-19 Dashboard,0.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-03-04,World Health Organization COVID-19 Dashboard,4.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-03-05,World Health Organization COVID-19 Dashboard,10.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-03-06,World Health Organization COVID-19 Dashboard,14.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-03-07,World Health Organization COVID-19 Dashboard,6.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-03-08,World Health Organization COVID-19 Dashboard,7.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-03-09,World Health Organization COVID-19 Dashboard,7.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-03-10,World Health Organization COVID-19 Dashboard,15.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-03-11,World Health Organization COVID-19 Dashboard,8.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-03-12,World Health Organization COVID-19 Dashboard,22.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-03-13,World Health Organization COVID-19 Dashboard,18.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-03-14,World Health Organization COVID-19 Dashboard,57.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-03-15,World Health Organization COVID-19 Dashboard,52.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-03-16,World Health Organization COVID-19 Dashboard,49.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-03-17,World Health Organization COVID-19 Dashboard,38.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-03-18,World Health Organization COVID-19 Dashboard,78.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-03-19,World Health Organization COVID-19 Dashboard,151.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-03-20,World Health Organization COVID-19 Dashboard,126.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-03-21,World Health Organization COVID-19 Dashboard,182.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-03-22,World Health Organization COVID-19 Dashboard,208.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-03-23,World Health Organization COVID-19 Dashboard,315.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-03-24,World Health Organization COVID-19 Dashboard,313.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-03-25,World Health Organization COVID-19 Dashboard,543.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-03-26,World Health Organization COVID-19 Dashboard,171.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-03-27,World Health Organization COVID-19 Dashboard,562.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-03-28,World Health Organization COVID-19 Dashboard,393.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-03-29,World Health Organization COVID-19 Dashboard,431.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-03-30,World Health Organization COVID-19 Dashboard,284.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-03-31,World Health Organization COVID-19 Dashboard,266.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-04-01,World Health Organization COVID-19 Dashboard,348.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-04-02,World Health Organization COVID-19 Dashboard,269.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-04-03,World Health Organization COVID-19 Dashboard,248.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-04-04,World Health Organization COVID-19 Dashboard,230.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-04-05,World Health Organization COVID-19 Dashboard,181.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-04-06,World Health Organization COVID-19 Dashboard,109.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-04-07,World Health Organization COVID-19 Dashboard,100.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-04-08,World Health Organization COVID-19 Dashboard,112.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-04-09,World Health Organization COVID-19 Dashboard,96.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-04-10,World Health Organization COVID-19 Dashboard,100.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-04-11,World Health Organization COVID-19 Dashboard,86.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-04-12,World Health Organization COVID-19 Dashboard,51.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-04-13,World Health Organization COVID-19 Dashboard,33.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-04-14,World Health Organization COVID-19 Dashboard,44.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-04-15,World Health Organization COVID-19 Dashboard,50.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-04-16,World Health Organization COVID-19 Dashboard,42.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-04-17,World Health Organization COVID-19 Dashboard,10.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-04-18,World Health Organization COVID-19 Dashboard,65.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-04-19,World Health Organization COVID-19 Dashboard,53.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-04-20,World Health Organization COVID-19 Dashboard,26.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-04-21,World Health Organization COVID-19 Dashboard,13.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-04-22,World Health Organization COVID-19 Dashboard,22.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-04-23,World Health Organization COVID-19 Dashboard,7.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-04-24,World Health Organization COVID-19 Dashboard,13.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-04-25,World Health Organization COVID-19 Dashboard,20.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-04-26,World Health Organization COVID-19 Dashboard,16.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-04-27,World Health Organization COVID-19 Dashboard,10.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-04-28,World Health Organization COVID-19 Dashboard,12.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-04-29,World Health Organization COVID-19 Dashboard,13.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-04-30,World Health Organization COVID-19 Dashboard,8.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-05-01,World Health Organization COVID-19 Dashboard,16.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-05-02,World Health Organization COVID-19 Dashboard,5.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-05-03,World Health Organization COVID-19 Dashboard,16.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-05-04,World Health Organization COVID-19 Dashboard,18.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-05-05,World Health Organization COVID-19 Dashboard,24.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-05-06,World Health Organization COVID-19 Dashboard,24.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-05-07,World Health Organization COVID-19 Dashboard,26.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-05-08,World Health Organization COVID-19 Dashboard,21.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-05-09,World Health Organization COVID-19 Dashboard,18.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-05-10,World Health Organization COVID-19 Dashboard,15.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-05-11,World Health Organization COVID-19 Dashboard,12.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-05-12,World Health Organization COVID-19 Dashboard,7.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-05-13,World Health Organization COVID-19 Dashboard,16.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-05-14,World Health Organization COVID-19 Dashboard,11.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-05-15,World Health Organization COVID-19 Dashboard,14.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-05-16,World Health Organization COVID-19 Dashboard,30.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-05-17,World Health Organization COVID-19 Dashboard,17.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-05-18,World Health Organization COVID-19 Dashboard,9.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-05-19,World Health Organization COVID-19 Dashboard,15.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-05-20,World Health Organization COVID-19 Dashboard,8.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-05-21,World Health Organization COVID-19 Dashboard,11.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-05-22,World Health Organization COVID-19 Dashboard,2.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-05-23,World Health Organization COVID-19 Dashboard,14.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-05-24,World Health Organization COVID-19 Dashboard,11.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-05-25,World Health Organization COVID-19 Dashboard,3.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-05-26,World Health Organization COVID-19 Dashboard,9.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-05-27,World Health Organization COVID-19 Dashboard,15.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-05-28,World Health Organization COVID-19 Dashboard,6.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-05-29,World Health Organization COVID-19 Dashboard,11.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-05-30,World Health Organization COVID-19 Dashboard,23.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-05-31,World Health Organization COVID-19 Dashboard,12.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-06-01,World Health Organization COVID-19 Dashboard,10.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-06-02,World Health Organization COVID-19 Dashboard,9.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-06-03,World Health Organization COVID-19 Dashboard,17.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-06-04,World Health Organization COVID-19 Dashboard,8.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-06-05,World Health Organization COVID-19 Dashboard,11.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-06-06,World Health Organization COVID-19 Dashboard,11.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-06-07,World Health Organization COVID-19 Dashboard,4.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-06-08,World Health Organization COVID-19 Dashboard,5.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-06-09,World Health Organization COVID-19 Dashboard,5.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-06-10,World Health Organization COVID-19 Dashboard,2.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-06-11,World Health Organization COVID-19 Dashboard,0.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-06-12,World Health Organization COVID-19 Dashboard,18.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-06-13,World Health Organization COVID-19 Dashboard,5.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-06-14,World Health Organization COVID-19 Dashboard,12.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-06-15,World Health Organization COVID-19 Dashboard,18.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-06-16,World Health Organization COVID-19 Dashboard,15.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-06-17,World Health Organization COVID-19 Dashboard,12.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-06-18,World Health Organization COVID-19 Dashboard,23.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-06-19,World Health Organization COVID-19 Dashboard,21.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-06-20,World Health Organization COVID-19 Dashboard,18.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-06-21,World Health Organization COVID-19 Dashboard,27.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-06-22,World Health Organization COVID-19 Dashboard,25.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-06-23,World Health Organization COVID-19 Dashboard,13.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-06-24,World Health Organization COVID-19 Dashboard,18.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-06-25,World Health Organization COVID-19 Dashboard,29.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-06-26,World Health Organization COVID-19 Dashboard,37.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-06-27,World Health Organization COVID-19 Dashboard,37.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-06-28,World Health Organization COVID-19 Dashboard,46.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-06-29,World Health Organization COVID-19 Dashboard,45.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-06-30,World Health Organization COVID-19 Dashboard,81.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-07-01,World Health Organization COVID-19 Dashboard,67.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-07-02,World Health Organization COVID-19 Dashboard,86.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-07-03,World Health Organization COVID-19 Dashboard,81.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-07-04,World Health Organization COVID-19 Dashboard,254.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-07-05,World Health Organization COVID-19 Dashboard,107.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-07-06,World Health Organization COVID-19 Dashboard,87.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-07-07,World Health Organization COVID-19 Dashboard,137.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-07-08,World Health Organization COVID-19 Dashboard,169.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-07-09,World Health Organization COVID-19 Dashboard,131.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-07-10,World Health Organization COVID-19 Dashboard,173.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-07-11,World Health Organization COVID-19 Dashboard,300.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-07-12,World Health Organization COVID-19 Dashboard,194.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-07-13,World Health Organization COVID-19 Dashboard,244.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-07-14,World Health Organization COVID-19 Dashboard,183.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-07-15,World Health Organization COVID-19 Dashboard,271.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-07-16,World Health Organization COVID-19 Dashboard,244.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-07-17,World Health Organization COVID-19 Dashboard,315.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-07-18,World Health Organization COVID-19 Dashboard,425.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-07-19,World Health Organization COVID-19 Dashboard,206.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-07-20,World Health Organization COVID-19 Dashboard,361.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-07-21,World Health Organization COVID-19 Dashboard,267.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-07-22,World Health Organization COVID-19 Dashboard,359.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-07-23,World Health Organization COVID-19 Dashboard,468.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-07-24,World Health Organization COVID-19 Dashboard,410.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-07-25,World Health Organization COVID-19 Dashboard,289.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-07-26,World Health Organization COVID-19 Dashboard,355.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-07-27,World Health Organization COVID-19 Dashboard,453.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-07-28,World Health Organization COVID-19 Dashboard,532.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-07-29,World Health Organization COVID-19 Dashboard,369.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-07-30,World Health Organization COVID-19 Dashboard,278.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-07-31,World Health Organization COVID-19 Dashboard,721.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-08-01,World Health Organization COVID-19 Dashboard,602.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-08-02,World Health Organization COVID-19 Dashboard,377.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-08-03,World Health Organization COVID-19 Dashboard,641.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-08-04,World Health Organization COVID-19 Dashboard,395.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-08-05,World Health Organization COVID-19 Dashboard,411.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-08-06,World Health Organization COVID-19 Dashboard,715.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-08-07,World Health Organization COVID-19 Dashboard,418.0,AllNationalFiltered.csv
COVID-19,Unspecified,AUSTRALIA,2020-08-08,World Health Organization COVID-19 Dashboard,410.0,AllNationalFiltered.csv
